SK_ID_CURR,TARGET
387238,0
192914,0
116234,0
248113,0
288413,0
154422,0
227214,0
112200,0
283000,0
305148,0
425908,1
239861,0
413507,0
232138,0
105162,0
238185,0
443523,0
103527,0
217390,0
378475,0
122035,0
140943,0
295808,0
455072,0
411322,0
270834,0
250583,0
171649,0
449646,0
365005,0
404414,0
179454,0
386654,0
229098,0
110982,0
376168,0
239403,0
393705,0
427704,0
396257,0
243690,0
143681,0
331727,0
163526,0
426917,0
169290,0
317334,0
181251,0
389119,0
362990,0
181516,0
310500,0
160770,0
366361,0
391462,0
262910,0
312321,0
328938,0
409934,0
279405,0
115104,1
187457,0
130028,0
246105,0
357834,0
175410,1
445272,0
316099,0
423254,0
407014,0
433810,0
442422,0
101803,1
158228,0
240279,0
323637,1
454823,0
289726,0
351594,0
261933,0
303699,1
193004,0
230254,0
175702,0
191499,0
136884,0
395090,0
139747,0
159399,0
221852,0
185091,1
448823,0
169585,0
122041,0
258185,0
425805,0
365700,0
442899,0
212724,0
264136,0
284167,0
363735,0
145217,0
323336,1
239316,0
255440,0
143676,0
121805,0
442524,0
215244,0
269430,0
177507,0
235499,0
327664,0
369414,0
169420,0
410754,0
441258,0
400062,0
245850,0
415671,0
265699,0
133787,0
390134,0
385976,0
126328,0
410881,0
298565,0
440194,1
364114,0
430611,0
123312,0
377807,0
285287,0
253651,0
406534,0
309422,0
135877,0
323125,0
107476,0
356705,0
298040,0
281788,0
216315,0
367376,0
391972,0
358087,0
358800,0
242318,0
432665,0
340771,0
374942,0
329527,0
127094,0
331715,0
452044,1
175513,0
334272,0
112314,1
239615,0
245160,0
101768,0
169980,0
216058,0
129301,0
325711,0
419326,0
328985,0
453956,0
161397,0
402963,0
155684,0
423286,0
449771,0
162430,0
160004,0
443568,0
246984,0
405499,0
161752,0
143765,0
436524,0
100009,0
305976,0
432408,0
253299,0
160234,0
265891,0
216553,0
135761,0
409946,0
451859,0
165742,0
149914,0
292559,0
194016,0
455830,1
189532,0
239693,0
339499,0
218883,0
230622,0
220388,0
306534,0
423635,0
289087,0
274414,0
305415,0
156699,0
362624,0
168574,0
127969,0
238130,0
299363,0
400054,0
330585,0
223554,0
350069,0
353530,0
163740,0
432806,0
309998,0
294929,0
399666,0
380615,0
234049,1
173867,0
171976,0
314068,0
381283,0
415643,0
107229,0
226383,0
219833,0
346973,0
334202,0
269501,0
306124,0
384685,0
285682,0
407892,0
260094,0
169270,0
113012,0
365471,0
327858,0
159092,0
331584,0
122772,0
241427,0
385412,0
118137,0
272824,0
341510,0
111616,0
368336,0
332368,0
348394,0
444355,1
303188,0
222145,0
258359,1
269676,1
314645,0
175116,0
158830,0
195037,0
247177,0
100349,0
150860,1
186521,0
337535,0
344419,0
230281,0
228473,0
142066,0
200932,0
132904,0
141890,0
179113,0
184307,0
426412,0
309254,1
391374,0
106862,0
438302,0
431005,1
154303,0
433684,0
268638,0
334206,0
391985,0
227412,0
273034,0
104489,0
386190,0
421807,0
356570,0
407086,0
397522,0
196644,0
210921,0
226583,1
427097,0
434418,0
112449,0
266402,0
227725,0
380248,0
349396,0
337524,0
269403,0
355496,0
449121,0
401735,1
409451,0
395413,0
160654,0
273366,0
216154,0
320863,0
424901,0
189528,0
369736,0
301541,0
117543,0
179139,0
288771,0
448900,0
257075,0
268181,0
237557,0
327173,0
114414,0
243562,0
113338,0
207720,0
152592,0
364864,0
207842,0
383094,0
374955,0
422785,1
398396,0
426745,0
157175,0
415658,0
269122,0
452469,0
169334,0
249515,0
220270,0
378321,0
233090,0
353823,0
122892,0
389404,0
367166,0
171228,0
409599,0
227067,0
416141,0
367379,0
133567,0
169015,0
330394,0
253650,0
190726,0
440096,0
314846,0
113077,0
211001,0
131934,0
158636,0
157513,0
368249,0
242732,1
225952,0
392231,0
381151,0
341539,0
397244,0
120224,0
428456,1
146362,0
148561,0
307216,0
316990,0
401645,1
331475,0
243878,0
323501,0
247700,0
337759,0
148010,0
284546,0
104265,0
307300,0
455116,0
101138,0
271139,0
191284,0
349128,0
353388,0
175865,0
339983,0
274387,0
378816,0
446790,1
182861,0
440128,0
413506,0
288092,0
241865,0
330811,0
226829,0
151707,0
135817,0
133634,0
352365,0
201819,0
342620,0
299249,0
448263,0
161617,0
291815,0
354604,1
299119,0
203320,0
420432,0
203145,0
305865,0
150361,0
433614,0
100459,0
196714,0
242057,0
332339,0
414400,0
236227,0
224461,0
401131,0
373406,0
227162,1
385961,0
396731,0
238984,0
277808,0
228378,0
205475,0
194465,0
421374,0
418051,0
111580,0
416126,0
171428,0
163832,0
238910,0
454375,0
207008,0
145953,0
381916,0
126845,0
116087,0
357446,0
110415,1
376755,0
270554,0
353568,0
173461,0
368298,0
220571,0
244622,0
311772,0
284173,0
212251,0
408547,0
243329,0
331763,0
231129,0
275181,0
261797,0
429665,1
441898,0
128775,1
313755,0
248499,0
237716,0
283391,0
445344,0
124892,1
204750,0
299567,0
419405,0
122546,0
243816,0
166781,0
321095,0
284322,0
455716,0
117265,0
169950,0
135441,0
148817,0
275169,1
296002,0
307589,0
423564,0
224688,0
393965,0
273040,0
357251,0
365162,0
135133,0
269987,0
327786,0
303609,0
135303,0
263276,0
333818,0
200940,0
265626,0
373116,0
264779,0
304389,0
221216,0
223815,0
406233,0
326585,0
334765,0
233019,0
291123,0
418867,0
208490,0
260493,0
140818,0
404790,0
132277,0
173248,0
322173,1
225162,0
306172,0
368285,0
335391,0
367350,1
325906,0
111441,0
329659,0
210505,0
293703,0
165436,0
251808,0
288212,0
171024,0
348363,0
185752,0
365020,0
220405,0
322475,0
303110,0
158942,0
393608,0
272947,0
161413,0
244579,0
269712,0
159215,0
319718,0
442969,1
429488,0
125213,0
177877,0
171838,0
407601,0
251572,0
100453,0
361961,0
153431,0
142351,0
136939,1
262774,0
143579,0
400912,1
211947,1
282686,0
355541,0
362481,0
395414,0
338657,0
139708,1
331211,0
177462,0
262573,0
190651,0
375663,0
156260,0
397579,0
179818,0
244435,0
108077,0
125956,0
298888,0
267166,0
391173,0
110719,0
110976,0
417035,0
451031,0
328172,0
305316,0
233080,0
242482,0
134019,0
241332,0
293110,0
374579,0
308064,1
298957,0
183054,0
402743,0
400168,1
312829,0
189881,0
272363,0
214137,0
289155,0
332606,0
189140,1
367110,1
107938,0
186087,1
430121,0
215884,0
441305,0
119296,0
320508,0
100893,0
192726,0
120458,0
271611,0
136155,0
136374,0
107158,0
206586,0
143295,0
200985,0
450510,0
284356,0
441875,0
331223,0
403908,0
334072,0
404294,0
279907,0
325145,1
204657,0
383865,0
134223,0
450616,0
211458,0
206573,0
372275,0
405496,1
425070,0
389148,0
111323,0
229244,0
195693,0
174200,0
304501,0
259074,0
250593,0
112010,0
325114,0
275110,1
326887,0
250920,0
332572,0
229698,1
224809,0
409572,1
356454,0
253543,0
188409,0
119724,1
255958,0
355921,1
405770,0
166448,0
345656,0
354075,0
282115,0
153302,0
422723,0
420817,0
440631,0
356094,0
399077,0
345119,0
162475,0
263003,0
156450,0
391998,0
213156,0
262819,0
322738,0
122821,1
344844,0
346427,0
127714,0
215960,1
297414,0
346348,0
205870,0
107315,0
105380,0
336712,0
437912,0
258623,0
108992,0
256203,0
324022,0
108999,0
388680,0
301705,1
316324,0
276684,0
217063,0
370660,0
110439,0
193209,0
170850,0
273716,0
113173,0
419478,0
171668,0
202558,0
352666,0
366418,0
217881,0
448225,0
246828,0
390154,0
425883,0
310758,0
203852,0
264054,0
189767,0
410635,0
180256,0
158746,1
204276,0
440844,0
189217,0
155722,0
350135,0
419075,0
127064,0
296320,0
176961,0
433014,0
210936,0
337224,0
141205,0
390694,0
314754,0
232608,0
152931,0
263060,0
127406,0
193717,0
317999,0
126368,0
254062,0
256403,0
379370,0
455237,0
400061,0
117796,0
334630,0
146151,0
382939,0
258403,0
232581,0
209936,0
260419,0
408844,0
196093,0
234542,0
396709,0
375278,0
421546,0
454538,0
448882,0
130095,0
382284,0
183796,0
441583,0
447067,0
444407,0
242195,0
167909,0
124471,0
150204,0
222911,0
372560,0
406259,0
130915,0
183135,0
254169,1
439135,0
177001,0
412439,0
109904,0
268222,0
420577,0
341912,0
436852,0
440767,0
130006,0
442874,0
338818,0
377398,0
410341,0
323829,0
312837,0
137602,0
338673,0
219150,0
172112,1
253957,0
378927,0
389671,0
178738,0
320928,0
215472,0
344812,0
281340,0
213872,0
104415,0
246943,1
373318,0
148501,0
205625,1
141203,0
138672,0
372147,0
360513,1
102734,0
284718,0
161263,0
436320,0
190042,0
455096,0
439383,0
275179,0
398851,0
290204,0
404193,0
266980,0
192818,0
380925,0
375453,0
314255,0
291853,1
428800,0
268865,0
282761,0
239606,0
392413,0
134119,0
315394,0
404645,0
371517,0
318418,0
415831,0
409831,0
126794,0
120883,0
338663,0
244756,0
213086,0
336510,0
125223,0
325520,0
431812,0
274512,0
285783,0
428680,1
120219,0
170836,0
327437,0
279240,0
273051,0
359402,0
455766,0
442409,0
351649,0
337579,0
383957,0
241470,0
292803,0
344473,0
280959,0
271112,0
140083,0
254085,1
355994,0
266143,0
321013,0
446289,0
431105,0
246165,0
382256,0
249654,0
429300,1
323610,0
140271,0
335614,0
301481,0
358324,0
265967,0
141364,0
103764,0
374483,0
167517,0
133774,0
335387,0
141808,0
378296,1
266926,0
304740,0
346010,0
337146,0
146635,0
360023,0
124987,0
446357,1
343364,1
346018,0
370852,0
201250,0
257352,0
335994,0
407090,0
264428,1
154698,0
336490,1
311145,0
434621,1
337389,0
428046,0
321368,0
388694,0
357820,0
169562,0
424196,0
302554,0
104448,0
219888,0
305021,0
315148,0
390008,1
329750,0
178510,0
353012,0
339323,0
258519,0
317632,0
355494,0
310828,0
345089,0
385024,0
438227,1
127768,0
239983,0
381346,0
437121,0
453805,0
455221,0
286595,0
141299,0
264388,0
208647,0
429934,0
148492,0
147273,1
375180,0
449697,0
243800,0
456062,0
278411,0
211125,0
435312,0
106301,0
130185,0
142402,0
426477,0
155353,0
199211,1
382993,0
163052,0
440633,0
288703,0
446042,0
208944,0
248350,0
190895,0
450871,0
408057,0
387794,0
127300,0
119345,0
261776,0
144085,0
291130,0
169558,0
282215,0
112536,0
328250,0
418119,0
295577,1
440501,0
247714,0
324605,0
133527,0
436448,0
151882,0
205998,0
184363,1
209198,0
434723,0
442503,0
279841,0
105253,0
247381,0
238006,0
204875,0
100180,0
301290,0
284502,0
441460,0
225411,0
408647,0
434057,1
162077,0
434561,1
175832,0
367684,0
368481,0
331224,0
120959,0
382974,1
260405,0
149698,0
136006,0
101108,0
162141,0
224930,0
290685,0
265128,0
439286,0
393545,0
286371,1
119883,0
225736,0
370218,0
269912,0
391864,0
116924,0
194809,0
354822,0
280260,1
322389,0
181973,0
311715,0
173945,0
318215,0
429893,1
397685,0
373847,0
291233,0
436659,0
187044,1
357520,0
431860,0
248778,0
314827,1
408948,1
379611,0
142508,0
331085,0
137146,0
221999,0
311920,0
252619,0
298958,0
338320,0
379311,0
393533,0
213092,1
238648,0
313393,0
429581,0
258718,0
267493,0
425861,0
198033,0
432490,0
243579,0
290686,0
435181,0
366792,0
160839,0
147221,0
222564,0
130913,0
389151,0
104645,0
421777,0
138716,0
102504,0
407525,0
393357,0
241107,1
179222,0
142827,0
315728,0
349957,0
180442,0
445180,0
289639,0
244349,0
188059,0
341874,0
253646,0
369962,0
382585,0
339834,0
208663,0
326294,0
314735,0
315512,0
198895,0
280015,0
441794,0
199080,0
292728,0
238732,0
438401,0
455001,0
386443,0
190811,0
419148,1
141881,0
421568,0
257533,0
214759,0
421324,0
298177,0
341108,0
129252,0
128024,0
373026,0
252623,0
229911,0
380707,0
140907,0
164014,0
230589,0
192670,0
275477,0
203952,0
318911,0
388163,0
380160,0
136247,0
149835,0
412068,0
149623,1
192347,0
201267,0
411880,0
314242,0
245188,0
300485,0
377308,0
132506,0
173072,0
153711,0
366340,0
440546,0
428720,0
323418,0
247018,1
125884,0
409560,0
273851,0
284161,0
430546,0
375724,0
315355,0
430392,0
373923,0
115292,1
430679,0
270416,0
322927,0
159971,0
237577,0
405093,0
256413,0
157846,1
113965,0
337859,0
181333,0
196222,0
335214,0
343772,0
369943,0
381985,0
262255,0
420729,0
114369,0
110826,0
135821,0
126046,0
245116,0
261531,0
227903,0
109998,0
169147,0
382247,0
365855,0
368692,0
288300,0
430290,0
110831,0
177982,0
172794,0
180626,0
291242,0
382852,0
423136,0
236933,0
318931,0
396772,0
258886,0
213036,1
205835,0
147223,0
259449,0
259531,0
240823,0
373679,0
190346,0
222001,0
367680,0
305982,0
181261,0
285512,0
110077,1
320757,0
191777,0
121887,0
333038,0
164738,0
100968,0
156532,0
411508,0
113570,0
407456,0
432866,0
262322,1
259425,0
410672,0
357359,0
363139,0
294992,0
397844,0
352470,0
426986,0
327963,0
170412,0
372155,0
350399,0
365132,0
212105,0
413877,0
205893,1
249689,0
240772,0
144234,0
412149,0
442483,0
157003,0
276006,1
342093,0
215971,0
363746,1
371283,0
237140,0
113240,0
124870,0
278543,0
108208,0
369858,0
196163,0
375756,0
379576,0
170436,0
132820,0
165101,0
339308,0
376901,0
357912,0
295118,0
433429,0
252670,0
120175,0
358142,0
293868,0
398102,0
393797,0
303246,0
408804,0
172453,0
214538,0
200918,0
450612,0
123123,0
270657,0
410990,0
221925,0
212668,0
317897,0
131635,0
142483,0
112907,0
121172,0
390901,0
214677,0
119558,0
142220,0
362738,0
293153,0
349882,0
195764,0
365687,0
195068,0
337811,0
231821,0
405884,0
128304,0
432755,0
300611,0
192314,1
112082,0
119308,0
113317,0
270066,0
303144,0
118337,0
403114,0
205186,0
138315,0
344779,0
322231,0
314685,0
184420,0
393743,0
302099,0
315834,0
426762,0
252635,0
376548,0
275772,0
260777,0
229976,0
391538,0
390873,0
387949,1
393063,0
374321,0
240156,0
215252,0
228254,0
253180,0
232893,0
256430,0
435862,0
394479,0
274837,0
114054,0
290446,0
308286,0
392783,0
388788,0
289607,0
374128,0
292378,1
291803,0
412731,0
359288,0
215845,0
212527,0
255796,0
179815,0
350475,0
170646,0
397066,0
321245,0
310969,0
201832,0
246962,0
171059,0
196540,0
206515,1
193013,0
132229,0
181087,0
243857,0
260439,0
279961,0
397214,0
435003,0
344512,0
145144,0
186401,0
296658,0
332358,0
344510,0
360036,0
431436,0
177857,0
338003,1
369693,0
444703,0
205446,0
453624,0
305191,0
358053,0
340744,0
452866,0
351335,0
158281,0
142924,0
274099,0
203420,0
203984,0
150375,0
202987,0
178688,0
121709,0
445264,1
340309,0
155536,0
196053,0
322429,0
333417,0
148650,1
432168,0
436229,0
275556,0
214573,0
150803,1
235251,0
372362,0
316991,0
268796,0
278378,0
103343,0
217964,0
261236,0
349104,0
358836,0
151650,0
125836,0
106729,0
421064,0
449401,0
392564,0
407111,0
421810,0
140125,0
229811,0
455693,0
240870,0
258418,0
362169,0
150619,1
269474,0
170079,1
256851,0
147219,0
433248,0
393181,0
284889,0
106915,0
239136,0
307532,0
392375,0
271690,0
445649,0
251707,0
429309,0
314509,0
449415,0
154448,1
411697,0
115302,0
276794,0
291460,0
286159,0
449688,0
236540,0
277528,0
215841,0
346279,0
198482,0
316291,0
368695,0
429478,0
162332,0
324116,0
238556,0
408718,0
386244,0
349068,1
271937,0
330311,0
401881,0
245238,0
116991,0
141849,1
285899,0
402710,0
136380,0
150295,0
418937,0
310900,0
152599,0
367393,1
434721,0
399059,0
370549,0
384045,0
236762,0
345617,0
217817,0
123801,0
112277,0
455211,0
214440,0
250407,0
203875,0
103085,0
276082,0
378079,0
185459,0
428098,0
176679,0
456191,0
356900,0
403506,0
305128,0
202240,0
366163,0
338987,0
348816,0
156094,0
403740,0
322867,0
262312,0
428661,0
358466,0
114459,0
230267,0
417284,0
367810,0
108664,0
432278,0
213524,0
315585,0
279982,0
262106,0
283695,0
325894,0
410823,0
431679,0
126204,0
248691,0
379953,0
195777,0
344849,0
222395,1
367243,0
373127,1
316621,0
163442,0
209402,0
127265,0
425501,0
429680,0
400206,0
408040,0
392670,0
198011,1
136058,0
301306,0
306068,0
180419,0
232974,0
167634,0
228475,0
224477,0
230443,0
131211,0
264663,0
291732,0
329844,0
125978,0
223473,0
355640,0
162154,1
297668,0
107034,0
310270,0
217904,0
251004,0
416958,0
406548,0
451944,0
402471,0
320129,0
227972,0
138472,0
242792,0
399558,0
217968,0
412871,1
389652,0
250244,0
209737,0
102589,0
160307,0
357880,1
320085,0
356434,0
420568,0
319214,1
111309,0
297250,0
325504,0
185873,0
239192,0
428793,0
348529,1
105870,0
139031,0
425649,0
380621,1
164027,0
192129,0
288099,0
299603,0
185351,0
327820,0
322814,0
199653,0
112543,0
375601,0
393039,0
331509,0
